ACT Symbol|Security Name|Exchange|CQS Symbol|ETF|Round Lot Size|Test Issue|NASDAQ Symbol
HDEZ|Deutsche X-trackers MSCI Eurozone High Dividend Yield Hedged Equity ETF|P|HDEZ|Y|100|N|HDEZ
HDG|ProShares Hedge Replication ETF|P|HDG|Y|100|N|HDG
HDGE|Ranger Equity Bear Bear ETF|P|HDGE|Y|100|N|HDGE
HDLS|WisdomTree International Hedged SmallCap Dividend Fund|P|HDLS|Y|100|N|HDLS
HDLV|ETRACS Montly Pay 2xLeveraged US High Dividend Low Volatility ETN due September 30, 2044|P|HDLV|N|100|N|HDLV
HDRW|WisdomTree Global ex-U.S. Hedged Real Estate Fund|Z|HDRW|Y|100|N|HDRW
HDV|iShares Core High Dividend ETF|P|HDV|Y|100|N|HDV
HDWM|WisdomTree Trust WisdomTree International Hedged Equity Fund|P|HDWM|Y|100|N|HDWM
HDWX|SPDR S&P International Dividend Currency Hedged ETF|P|HDWX|Y|100|N|HDWX
HE|Hawaiian Electric Industries, Inc. Common Stock|N|HE|N|100|N|HE
HE$U|Hawaiian Electric Industries, Inc. 6.5 % Cum QUIPS|N|HEpU|N|100|N|HE-U
HEB|Hemispherx BioPharma, Inc. Common Stock|A|HEB|N|100|N|HEB
HECO|EcoLogical Strategy ETF|P|HECO|Y|100|N|HECO
HEDJ|WisdomTree Europe Hedged Equity Fund|P|HEDJ|Y|100|N|HEDJ
HEEM|iShares Currency Hedged MSCI Emerging Markets ETF|P|HEEM|Y|100|N|HEEM
HEFA|iShares Currency Hedged MSCI EAFE ETF|P|HEFA|Y|100|N|HEFA
HEFV|iShares Currency Hedged MSCI EAFE Minimum Volatility ETF|Z|HEFV|Y|100|N|HEFV
HEGE|Direxion Daily MSCI Europe Currency Hedged Bull 2X Shares|P|HEGE|Y|100|N|HEGE
HEGJ|Direxion Daily MSCI Japan Currency Hedged Bull 2X Shares|P|HEGJ|Y|100|N|HEGJ
HEI|Heico Corporation Common Stock|N|HEI|N|100|N|HEI
HEI.A|Heico Corporation Common Stock|N|HEI/A|N|100|N|HEI.A
HEMV|iShares Currency Hedged MSCI EM Minimum Volatility ETF|Z|HEMV|Y|100|N|HEMV
HEP|Holly Energy Partners, L.P. Common Stock|N|HEP|N|100|N|HEP
HEQ|John Hancock Hedged Equity & Income Fund Common Shares of Beneficial Interest|N|HEQ|N|100|N|HEQ
HES|Hess Corporation Common Stock|N|HES|N|100|N|HES
HES$A|Hess Corporation Depositary Shares, each representing 1/20th interest in the Company's 8.00% Series A Mandatory Convertible Preferred Stock|N|HESpA|N|100|N|HES-A
HEUS|iShares Currency Hedged MSCI Europe Small-Cap ETF|Z|HEUS|Y|100|N|HEUS
HEUV|iShares Currency Hedged MSCI Europe Minimum Volatility ETF|Z|HEUV|Y|100|N|HEUV
HEVY|iPath Pure Beta Industrial Metals ETN|P|HEVY|N|100|N|HEVY
HEWC|iShares Currency Hedged MSCI Canada ETF|P|HEWC|Y|100|N|HEWC
HEWG|iShares Currency Hedged MSCI Germany ETF|P|HEWG|Y|100|N|HEWG
HEWI|iShares Currency Hedged MSCI Italy ETF|P|HEWI|Y|100|N|HEWI
HEWJ|iShares Currency Hedged MSCI Japan ETF|P|HEWJ|Y|100|N|HEWJ
HEWL|iShares Currency Hedged MSCI Switzerland ETF|P|HEWL|Y|100|N|HEWL
HEWP|iShares Currency Hedged MSCI Spain|P|HEWP|Y|100|N|HEWP
HEWU|iShares Currency Hedged MSCI United Kingdom ETF|P|HEWU|Y|100|N|HEWU
HEWW|iShares Currency Hedged MSCI Mexico ETF|P|HEWW|Y|100|N|HEWW
HEWY|iShares Currency Hedged MSCI South Korea ETF|P|HEWY|Y|100|N|HEWY
HEZU|iShares Currency Hedged MSCI Eurozone ETF|P|HEZU|Y|100|N|HEZU
HF|HFF, Inc. Common Stock, Class A|N|HF|N|100|N|HF
HFC|HollyFrontier Corporation Common Stock|N|HFC|N|100|N|HFC
HFEZ|SPDR EURO STOXX 50 Currency Hedged ETF|P|HFEZ|Y|100|N|HFEZ
HFXE|IQ 50 Percent Hedged FTSE Europe ETF|P|HFXE|Y|100|N|HFXE
HFXI|IQ 50 Percent Hedged FTSE International ETF|P|HFXI|Y|100|N|HFXI
HFXJ|IQ 50 Percent Hedged FTSE Japan ETF|P|HFXJ|Y|100|N|HFXJ
HGEU|ProShares Hedged FTSE Europe ETF|P|HGEU|Y|100|N|HGEU
HGG|HHGregg, Inc. Common Stock (IN)|N|HGG|N|100|N|HGG
HGH|Hartford Financial Services Group, Inc. (The) 7.875% Fixed to Floating Rate Junior Subordinated Debentures due 2042|N|HGH|N|100|N|HGH
HGI|Guggenheim International Multi-Asset Income Index ETF|P|HGI|Y|100|N|HGI
HGJP|ProShares Hedged FTSE Japan ETF|P|HGJP|Y|100|N|HGJP
HGSD|WisdomTree Global Hedged SmallCap Dividend Fund|Z|HGSD|Y|100|N|HGSD
HGT|Hugoton Royalty Trust Common Stock|N|HGT|N|100|N|HGT
HH|Hooper Holmes, Inc. Common Stock|A|HH|N|100|N|HH
HHC|Howard Hughes Corporation (The) Common Stock|N|HHC|N|100|N|HHC
HHS|Harte-Hanks, Inc. Common Stock|N|HHS|N|100|N|HHS
HHY|Brookfield High Income Fund Inc.|N|HHY|N|100|N|HHY
HHYX|iShares Currency Hedged International High Yield Bond ETF|P|HHYX|Y|100|N|HHYX
HI|Hillenbrand Inc Common Stock|N|HI|N|100|N|HI
HIE|Miller/Howard High Income Equity Fund Common Shares of Beneficial Interest|N|HIE|N|100|N|HIE
HIFR|InfraREIT, Inc. Common Stock|N|HIFR|N|100|N|HIFR
HIG|Hartford Financial Services Group, Inc. (The) Common Stock|N|HIG|N|100|N|HIG
HIG.W|Hartford Financial Services Group, Inc. (The) Warrants expiring June 26, 2019|N|HIG/WS|N|100|N|HIG+
HII|Huntington Ingalls Industries, Inc. Common Stock|N|HII|N|100|N|HII
HIL|Hill International, Inc. Common Stock|N|HIL|N|100|N|HIL
HILO|EGShares EM Quality Dividend ETF|P|HILO|Y|100|N|HILO
HIO|Western Asset High Income Opportunity Fund, Inc. Common Stock|N|HIO|N|100|N|HIO
HIPS|Master Income ETF|P|HIPS|Y|100|N|HIPS
HIVE|Aerohive Networks, Inc. Common Stock|N|HIVE|N|100|N|HIVE
HIW|Highwoods Properties, Inc. Common Stock|N|HIW|N|100|N|HIW
HIX|Western Asset High Income Fund II Inc. Common Stock|N|HIX|N|100|N|HIX
HJPX|iShares Currency Hedged JPX-Nikkei 400 ETF|P|HJPX|Y|100|N|HJPX
HJV|MS Structured Asset Corp MS Structured Asset Corp. SATURNS J.C. Penney Company, Inc. Debenture Backed Series 2007-1, 7% Callable Class A Units|N|HJV|N|100|N|HJV
HK|Halcon Resources Corporation Common Stock|N|HK|N|100|N|HK
HKOR|Horizons Korea KOSPI 200 ETF|P|HKOR|Y|100|N|HKOR
HL|Hecla Mining Company Common Stock|N|HL|N|100|N|HL
HL$B|Hecla Mining Company Preferred Stock|N|HLpB|N|100|N|HL-B
HLF|Herbalife Ltd. Common Stock|N|HLF|N|100|N|HLF
HLI|Houlihan Lokey, Inc. Class A Common Stock|N|HLI|N|100|N|HLI
HLM$|Hillman Group Capital Trust Preferred Stock|A|HLMp|N|100|N|HLM-
HLS|HealthSouth Corporation Common Stock|N|HLS|N|100|N|HLS
HLS.W|HealthSouth Corporation Warrant to purchase Common Stock  (Expiring January 17, 2017)|N|HLS/WS|N|100|N|HLS+
HLT|Hilton Worldwide Holdings Inc. Common Stock|N|HLT|N|100|N|HLT
HLTH|Nobilis Health Corp. Common Stock|A|HLTH|N|100|N|HLTH
HLX|Helix Energy Solutions Group, Inc. Common Stock|N|HLX|N|100|N|HLX
HMC|Honda Motor Company, Ltd. Common Stock|N|HMC|N|100|N|HMC
HMG|HMG/Courtland Properties, Inc. Common Stock|A|HMG|N|100|N|HMG
HMLP|Hoegh LNG Partners LP Common Units representing Limited Partner Interests|N|HMLP|N|100|N|HMLP
HMN|Horace Mann Educators Corporation Common Stock|N|HMN|N|100|N|HMN
HMY|Harmony Gold Mining Company Limited|N|HMY|N|100|N|HMY
HNI|HNI Corporation Common Stock|N|HNI|N|100|N|HNI
HNP|Huaneng Power Intl Common Stock|N|HNP|N|100|N|HNP
HNR|Harvest Natural Resources Inc|N|HNR|N|100|N|HNR
HNW|Pioneer Diversified High Income Trust Pioneer Diversified High Income Trust Common Shares of Beneficial Interest|A|HNW|N|100|N|HNW
HOG|Harley-Davidson, Inc. Common Stock|N|HOG|N|100|N|HOG
HOLD|AdvisorShares Sage Core Reserves ETF|P|HOLD|Y|100|N|HOLD
HOML|ETRACS Monthly Reset 2xLeveraged ISE Exclusively Homebuilders ETN due March 13, 2045|P|HOML|N|100|N|HOML
HOMX|ETRACS ISE Exclusively Homebuilders ETN due March 13, 2045|P|HOMX|N|100|N|HOMX
HON|Honeywell International Inc. Common Stock|N|HON|N|100|N|HON
HOS|Hornbeck Offshore Services Common Stock|N|HOS|N|100|N|HOS
HOT|Starwood Hotels & Resorts Worldwide, Inc. Common Stock|N|HOT|N|100|N|HOT
